단지명,전용면적,일일가격,위도,경도,지하철거리,환율,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,소비자물가지수,종합주가지수,주택담보대출금리,지하철역_을지로3가역,지하철역_동대문역사문화공원역,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
황학동코아루,84.94,29.20138889,37.56674344,127.0224778,281.0922481,1196.4,82.61857382,황학동주민센터,24,8,4,23,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
동대문솔하임,17.67,14.34027778,37.56771654,127.0163481,174.3397766,1192.3,87.47235825,성동공업고등학교(무궁화회관),42,14,17,30,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수(372-2796),52.93,10.86805556,37.55376893,127.0108054,67.60227851,1205.7,75.75270809,약수역8번출구.신당사회복지관,54,20,30,10,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
(1546-0),29.35,16.00694444,37.56911485,127.0215799,422.9698895,1205.6,250.4883138,황학동롯데캐슬,24,7,4,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
동대문와이즈캐슬,15.55,12.11805556,37.56575366,127.0154437,76.3137868,1334.1,102.6009616,충무아트센터.스포츠센터.중부소방서,52,17,26,31,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,57.63,27.1875,37.5551916,127.0163594,358.1312623,1225.4,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,114.9,49.51388889,37.57081055,127.0214639,533.6157523,1334.1,99.4277459,황학동롯데캐슬,21,7,4,23,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
신당푸르지오,84.76,27.16666667,37.55986467,127.0190343,453.603167,1427.0,62.12000898,동화동,55,15,24,29,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
약수하이츠,114.92,25.33333333,37.5551916,127.0163594,358.1312623,1224.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
충무로헤센스마트,19.76,13.3125,37.56134257,126.9985981,399.4739357,1302.7,166.9549957,퇴계로5가,117,36,52,32,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
청구e편한세상(임대),35.79,3.152604167,37.55996016,127.015451,148.0705762,1240.4,70.23484134,청구역,63,20,29,31,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청구e편한세상,84.95,43.75,37.55996016,127.015451,148.0705762,1224.2,70.23484134,청구역,63,20,29,31,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
삼성,59.97,18.33333333,37.55853588,127.0184475,472.8633598,1420.6,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성,84.96,29.27083333,37.55853588,127.0184475,472.8633598,1228.7,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,84.88,34.20138889,37.54716677,127.0056772,153.7732237,1218.3,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
더플레이스충정로,19.95,11.84027778,37.55898079,126.9660682,169.5458754,1197.8,152.2182876,종근당.충정로역,90,31,86,5,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
약수하이츠,32.67,1.270659722,37.5551916,127.0163594,358.1312623,1200.0,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
청구e편한세상,84.96,35.41666667,37.55996016,127.015451,148.0705762,1234.9,70.23484134,청구역,63,20,29,31,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
약수하이츠,57.63,20.20138889,37.5551916,127.0163594,358.1312623,1196.0,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
한양I-Class,16.37,10.24305556,37.56710449,127.0232955,363.6031368,1292.9,29.19137096,황학동주민센터,23,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서울역센트럴자이(임대),47.4739,4.432986111,37.55457608,126.963957,570.35221,1309.8,201.7103826,손기정체육공원입구,39,20,55,4,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
청구e편한세상,84.96,29.34027778,37.55996016,127.015451,148.0705762,1197.8,70.23484134,청구역,63,20,29,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
롯데캐슬,59.91,29.6875,37.57081055,127.0214639,533.6157523,1304.0,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
중림동삼성사이버빌리지(임대,31.59,3.555798611,37.55705256,126.9648438,297.1414915,1274.6,274.9700244,종근당.충정로역,68,27,71,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
바비엥3,70.81,28.68055556,37.56310596,126.9695695,393.1487407,1196.0,39.62660995,경찰청.동북아역사재단,137,39,97,9,105.3,2724.02,2.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,23.75,37.54716677,127.0056772,153.7732237,1234.9,38.78579685,버티고개,30,13,28,6,106.85,2703.24,2.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성사이버빌리지,59.7,26.38888889,37.55892666,126.9643209,86.42285254,1369.7,66.59799483,종근당.충정로역,73,29,74,4,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산센트럴자이,137.166,83.33333333,37.5625144,126.9978244,352.7013286,1310.0,129.0802747,충무로역8번출구.대한극장앞,104,36,55,33,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
성요셉,26.45,14.375,37.55958973,126.9672208,251.4961267,1227.7,89.58760208,한국경제신문사.서소문역사공원,110,33,89,7,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역센트럴자이(임대),47.4739,3.716493056,37.55457608,126.963957,570.35221,1192.3,201.7103826,손기정체육공원입구,39,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역센트럴자이,72.9733,41.55555556,37.55478004,126.9644582,546.5467807,1394.2,161.2238443,손기정체육공원입구,47,20,55,4,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LIG서울역리가,84.9866,35.625,37.55627298,126.966883,421.6932281,1272.7,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
충무로엘크루메크로시티2,35.57,20.69444444,37.5633946,126.9999942,403.9462367,1309.7,72.19381704,퇴계로5가,101,37,51,31,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
남산SKLEADERSVIEW,176.26,129.0972222,37.55912534,126.9806038,219.1012692,1267.7,184.967573,남산3호터널.서울애니메이션센터,163,50,119,11,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
삼성사이버빌리지,84.93,12.44791667,37.55892666,126.9643209,86.42285254,1197.1,66.59799483,종근당.충정로역,73,29,74,4,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신당푸르지오,84.39,33.19444444,37.55986467,127.0190343,453.603167,1291.3,62.12000898,동화동,55,15,24,29,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
약수하이츠,84.88,14.66666667,37.5551916,127.0163594,358.1312623,1198.5,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
현대,83.97,14.75694444,37.56050431,127.0229705,642.5304145,1197.8,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
래미안하이베르(임대),37.54,2.016840278,37.56103798,127.0209858,524.9534945,1205.7,264.0077329,동화동,44,15,23,27,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
삼성,84.96,23.25,37.55853588,127.0184475,472.8633598,1309.7,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
신당푸르지오,84.76,27.625,37.55986467,127.0190343,453.603167,1308.6,62.12000898,동화동,55,15,24,29,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운(임대),32.76,2.026041667,37.54716677,127.0056772,153.7732237,1374.8,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역한라비발디센트럴,84.9774,21.25,37.55457358,126.9658471,376.5303457,1196.0,37.00312507,손기정체육공원입구,67,24,65,4,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(340-127),16.64,5.034722222,37.55597234,127.0124498,208.5619825,1189.9,97.74350363,약수역3번출구.약수하이츠,62,20,30,29,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
더플레이스충정로,40.95,16.22916667,37.55898079,126.9660682,169.5458754,1251.2,152.2182876,종근당.충정로역,90,31,86,5,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
파크원빌,13.12,10.17361111,37.56036707,127.0045435,173.3487208,1197.8,101.4930814,장충동.동국대입구,87,29,50,29,104.69,2865.55,2.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충무로헤센스마트,21.04,13.50694444,37.56134257,126.9985981,399.4739357,1195.2,166.9549957,퇴계로5가,117,36,52,32,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
약수하이츠,57.63,15.625,37.5551916,127.0163594,358.1312623,1261.8,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성사이버빌리지,114.77,29.02777778,37.55892666,126.9643209,86.42285254,1370.1,66.59799483,종근당.충정로역,73,29,74,4,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
동대문와이즈캐슬,15.55,10.34722222,37.56575366,127.0154437,76.3137868,1394.2,102.6009616,충무아트센터.스포츠센터.중부소방서,52,17,26,31,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서울역센트럴자이,72.9733,54.51388889,37.55478004,126.9644582,546.5467807,1422.4,161.2238443,손기정체육공원입구,47,20,55,4,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산트라팰리스,126.78,83.33333333,37.55399468,126.9756127,300.4051187,1236.6,83.4997359,후암삼거리,115,37,95,8,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,59.943,43.75,37.55478004,126.9644582,546.5467807,1218.5,161.2238443,손기정체육공원입구,47,20,55,4,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역센트럴자이(임대),39.9541,3.381423611,37.55457608,126.963957,570.35221,1202.4,201.7103826,손기정체육공원입구,39,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,59.94,18.95833333,37.57081055,127.0214639,533.6157523,1307.4,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
청구e편한세상,118.31,68.02083333,37.55996016,127.015451,148.0705762,1299.3,70.23484134,청구역,63,20,29,31,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
롯데캐슬,59.91,24.375,37.57081055,127.0214639,533.6157523,1304.0,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
약수하이츠,65.37,19.02777778,37.5551916,127.0163594,358.1312623,1394.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,114.88,22.95138889,37.54716677,127.0056772,153.7732237,1240.4,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
충무로헤센스마트,19.76,13.54166667,37.56134257,126.9985981,399.4739357,1224.2,166.9549957,퇴계로5가,117,36,52,32,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
남산타운,84.88,27.86458333,37.54716677,127.0056772,153.7732237,1436.5,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
성요셉,26.45,7.427083333,37.55958973,126.9672208,251.4961267,1220.6,89.58760208,한국경제신문사.서소문역사공원,110,33,89,7,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
묵정,52.46,18.57638889,37.56070747,127.0000607,522.9444305,1284.1,185.8641739,퇴계로5가,115,37,59,31,108.74,2474.95,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,29.54861111,37.54716677,127.0056772,153.7732237,1257.6,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수(372-2796),65.02,13.5,37.55376893,127.0108054,67.60227851,1432.1,75.75270809,약수역8번출구.신당사회복지관,54,20,30,10,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
래미안하이베르,84.97,23.125,37.56103798,127.0209858,524.9534945,1210.7,264.0077329,동화동,44,15,23,27,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
별장,62.81,4.236111111,37.55571932,126.9818214,442.7292649,1194.7,152.7290837,백범광장,154,44,108,11,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
래미안하이베르,84.98,34.79166667,37.56103798,127.0209858,524.9534945,1304.0,264.0077329,동화동,44,15,23,27,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
신당역솔하임,14.08,8.715277778,37.56538497,127.0212268,145.2707158,1197.1,46.48836953,신당역하나은행,30,13,13,27,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
더플레이스충정로,14.32,10.375,37.55898079,126.9660682,169.5458754,1210.7,152.2182876,종근당.충정로역,90,31,86,5,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,114.88,40.86805556,37.54716677,127.0056772,153.7732237,1213.7,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,114.92,36.73611111,37.5551916,127.0163594,358.1312623,1374.8,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
오렌지카운티을지로,24.19,13.36805556,37.56522767,127.0014111,351.9331046,1196.0,111.179738,베이튼호텔,90,33,49,30,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
청구e편한세상,84.95,44.25347222,37.55996016,127.015451,148.0705762,1202.4,70.23484134,청구역,63,20,29,31,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
롯데캐슬,59.91,26.40277778,37.57081055,127.0214639,533.6157523,1427.2,99.4277459,황학동롯데캐슬,21,7,4,23,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
신당동파라다이스,84.96,25.10416667,37.56232791,127.0172584,346.4554427,1310.0,182.6848976,신당동떡볶이타운.중구여성플라자,49,16,26,29,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운,114.88,29.40972222,37.54716677,127.0056772,153.7732237,1228.7,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1300.6,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
더플레이스충정로,36.34,7.472222222,37.55898079,126.9660682,169.5458754,1274.6,152.2182876,종근당.충정로역,90,31,86,5,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
(73-1),18.35,8.506944444,37.56980153,127.0193293,462.5655164,1187.6,104.256132,청계8가.영도교,27,7,5,23,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
파크원빌,13.51,10.17361111,37.56036707,127.0045435,173.3487208,1199.4,101.4930814,장충동.동국대입구,87,29,50,29,105.3,2724.02,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,27.08333333,37.54716677,127.0056772,153.7732237,1356.5,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
청구e편한세상(임대),35.79,3.832916667,37.55996016,127.015451,148.0705762,1436.6,70.23484134,청구역,63,20,29,31,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운,59.94,12.84722222,37.54716677,127.0056772,153.7732237,1199.4,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르,59.95,31.94444444,37.56103798,127.0209858,524.9534945,1336.9,264.0077329,동화동,44,15,23,27,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산롯데캐슬아이리스,113.46,83.33333333,37.55822471,126.9817445,310.7749621,1251.2,85.65990389,남산3호터널,163,48,118,11,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
롯데캐슬,84.9,25.13888889,37.57081055,127.0214639,533.6157523,1240.4,99.4277459,황학동롯데캐슬,21,7,4,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,33.62,3.666666667,37.57081055,127.0214639,533.6157523,1427.0,99.4277459,황학동롯데캐슬,21,7,4,23,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
청구e편한세상,84.96,43.40277778,37.55996016,127.015451,148.0705762,1195.2,70.23484134,청구역,63,20,29,31,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
묵정,52.46,18.57638889,37.56070747,127.0000607,522.9444305,1284.1,185.8641739,퇴계로5가,115,37,59,31,108.74,2474.95,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼정아트테라스정동,17.7034,19.58333333,37.56325109,126.9720315,300.913761,1432.1,230.6842081,서소문KAL빌딩,143,42,101,11,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
남산타운,114.88,27.25694444,37.54716677,127.0056772,153.7732237,1264.3,38.78579685,버티고개,30,13,28,6,107.56,2628.34,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2.824791667,37.54716677,127.0056772,153.7732237,1317.8,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
청구e편한세상,59.88,41.66666667,37.55996016,127.015451,148.0705762,1418.1,70.23484134,청구역,63,20,29,31,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
신신(2차),59.98,13.95833333,37.55100568,127.0052199,369.6220654,1263.1,211.0081331,송도병원앞,44,20,39,6,106.85,2703.24,2.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
순화동더샵,57.58,21.52777778,37.5602669,126.9720353,348.46062,1351.4,38.29151535,숭례문라마다&스위트호텔,143,43,101,9,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
충무로엘크루메크로시티2,22.75,12.74305556,37.5633946,126.9999942,403.9462367,1238.4,72.19381704,퇴계로5가,101,37,51,31,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
롯데캐슬,59.91,27.88194444,37.57081055,127.0214639,533.6157523,1284.1,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
브라운스톤(355-0),117.742,26.28472222,37.56081879,126.9682259,361.7916452,1196.0,23.851016,한국경제신문사.서소문역사공원,120,35,90,8,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신성아파트,48.56,7.625,37.56354625,126.995815,280.8598005,1216.1,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1299.3,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,59.943,45.86805556,37.55478004,126.9644582,546.5467807,1213.7,161.2238443,손기정체육공원입구,47,20,55,4,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신당푸르지오,59.85,27.43055556,37.55986467,127.0190343,453.603167,1266.4,62.12000898,동화동,55,15,24,29,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
중림동삼성사이버빌리지(임대,31.59,3.187222222,37.55705256,126.9648438,297.1414915,1287.5,274.9700244,종근당.충정로역,68,27,71,4,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,33.62,3.807951389,37.57081055,127.0214639,533.6157523,1322.4,99.4277459,황학동롯데캐슬,21,7,4,23,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운(임대),32.76,3.535625,37.54716677,127.0056772,153.7732237,1289.7,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,57.63,16.07638889,37.5551916,127.0163594,358.1312623,1218.3,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,114.88,36.90972222,37.54716677,127.0056772,153.7732237,1220.6,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aaa,42.37,10.9375,37.56744648,127.0165271,147.34852,1219.4,121.0655538,성동공업고등학교(무궁화회관),42,14,17,30,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
더플레이스충정로,17.04,11.84027778,37.55898079,126.9660682,169.5458754,1192.3,152.2182876,종근당.충정로역,90,31,86,5,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
쌍용남산플래티넘,166.24,83.33333333,37.5594119,126.9832199,325.4312475,1431.7,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,109.21,2230.27,3.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,122.275,22.63888889,37.56050431,127.0229705,642.5304145,1332.5,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,114.92,25.33333333,37.5551916,127.0163594,358.1312623,1224.2,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울역센트럴자이,59.9808,29.58333333,37.55478004,126.9644582,546.5467807,1294.2,161.2238443,손기정체육공원입구,47,20,55,4,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
충무로엘크루메크로시티2,22.75,12.34027778,37.5633946,126.9999942,403.9462367,1196.0,72.19381704,퇴계로5가,101,37,51,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LIG서울역리가,84.9866,34.79166667,37.55627298,126.966883,421.6932281,1286.4,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
브라운스톤(355-0),117.742,68.40277778,37.56081879,126.9682259,361.7916452,1197.0,23.851016,한국경제신문사.서소문역사공원,120,35,90,8,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,84.89,28.75,37.57081055,127.0214639,533.6157523,1219.4,99.4277459,황학동롯데캐슬,21,7,4,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
